MUSICA,LINKS,TEXTO
Nem Um Dia,https://www.vagalume.com.br/djavan/nem-um-dia.html,"Nem  Um  Dia Djavan Djavan -  Novelas Um dia frio Um bom lugar pra ler um livro E o pensamento lá em você, Eu sem você não vivo Um dia triste Toda fragilidade incide E o pensamento lá em você, E tudo me divide Longe da felicidade E todas as suas luzes Te desejo como ao ar Mais que tudo, És manhã na natureza das flores Mesmo por toda riqueza Dos sheiks árabes Não te esquecerei um dia, Nem um dia Espero com a força do pensamento Recriar a luz que me trará você. E tudo nascerá mais belo, O verde faz do azul com o amarelo O elo com todas as cores Pra enfeitar amores gris.© 1996  Luanda  Edições  Musicais  Ltda."
Oceano,https://www.vagalume.com.br/djavan/oceano.html,Oceano Djavan Djavan -  Novelas Assim Que o dia amanheceu Lá no mar alto da paixão Dava pra ver o tempo ruir Cadê você?  Que solidão! Esquecera de mim Enfim De tudo que há na terra Não há nada em lugar nenhum Que vá crescer sem voce chegar Longe de ti tudo parou Ninguém sabe o que eu sofri Amar é um deserto E seus temores Vida que vai na sela Dessas dores Não sabe voltar Me dá teu calor Vem me fazer feliz Porque eu te amo Você deságua em mim E eu oceano Esqueço que amar É quase uma dor Só sei Viver Se for Por você© 1989  Luanda  Edições  Musicais  Ltda.
Serrado,https://www.vagalume.com.br/djavan/serrado.html,"Serrado Djavan Se o  Senhor me for louvado Eu vou voltar pro meu serrado Por ali ficou quem temperou O meu amor e semeou em mim Essa incrível saudade Se é por vontade de  Deus Valei, valei Se pedir a  Deus pelo meu prazer Não for pecado, vou rezar Pra quando eu voltar a rever Todas as brincadeiras do passado Cortejar meu serrado Em dia, feriado Viva o cordão azul e encarnado Eu sei, serei feliz de novo Meu povo, deixa eu chorar com você Serei feliz de novo Meu povo, deixa eu chorar com você Serei feliz de novo Meu povo, deixa eu chorar"
Flor De Lis,https://www.vagalume.com.br/djavan/flor-de-lis.html,"Flor de  Lis Djavan Ao  Vivo -  Vols. 1 e 2 Valei-me,  Deus! É o fim do nosso amor Perdoa, por favor Eu sei que o erro aconteceu Mas não sei o que fez Tudo mudar de vez Onde foi que eu errei? Eu só sei que amei, Que amei, que amei, que amei Será talvez Que minha ilusão Foi dar meu coração Com toda força Pra essa moça Me fazer feliz E o destino não quis Me ver como raiz De uma flor de lis E foi assim que eu vi Nosso amor na poeira, Poeira Morto na beleza fria de  Maria E o meu jardim da vida Ressecou, morreu Do pé que brotou  Maria Nem margarida nasceu. E o meu jardim da vida Ressecou, morreu Do pé que brotou  Maria Nem margarida nasceu.© 1976  B M G  Music  Publishing  Brasil."
Azul,https://www.vagalume.com.br/djavan/azul.html,"Azul Djavan Djavan na  Pista,  Etc Eu não sei se vem de  Deus Do céu ficar azul Ou virá dos olhos teus Essa cor que azuleja o dia? Se acaso anoitecer Do céu perder o azul Entre o mar e o entardecer Alga-marinha vá na maresia Buscar ali um cheiro de azul Essa cor não sai de mim Bate e finca pé A sangue de rei Até o sol nascer amarelinho Queimando mansinho Cedinho, cedinho, cedinho, Corre e vá dizer pro meu benzinho Um dizer assim: O amor é azulzinho. Até o sol nascer amarelinho Queimando mansinho Cedinho, cedinho, cedinho Corre e vá dizer pro meu benzinho Um dizer assim: O amor é azulzinho."
Seduzir,https://www.vagalume.com.br/djavan/seduzir.html,"Seduzir Djavan Para  Sempre:  Djavan Cantar é mover o dom do fundo de uma paixão Seduzir As pedras, catedrais, coração Amar é perder o tom nas comas da ilusão Revelar todo sentido Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo Vou andar, vou voar pra ver o mundo Nem que eu bebesse o mar encheria o que eu tenho de fundo"
Sina,https://www.vagalume.com.br/djavan/sina.html,"Sina Djavan Djavan na  Pista,  Etc Pai e mãe Ouro de mina Coração Desejo e sina Tudo mais Pura rotina Jazz... Tocarei seu nome Pra poder Falar de amor Minha princesa Art nouveau Da natureza Tudo mais Pura beleza Jazz... A luz de um grande prazer É irremediável néon Quando o grito do prazer Açoitar o ar Reveillon... O luar Estrela do mar O sol e o dom Quiçá um dia A fúria, desse front Virá Lapidar o sonho Até gerar o som Como querer Caetanear O que há de bom.© 1982  Luanda  Edições  Musicais  Ltda."
Um Amor Puro,https://www.vagalume.com.br/djavan/um-amor-puro.html,"Um  Amor  Puro Djavan Ao  Vivo -  Vols. 1 e 2 O que há dentro do meu coração Eu tenho guardado pra te dar E todas as horas que o tempo Tem pra me conceder São tuas até morrer E a tua história, eu não sei Mas me diga só o que for bom Um amor tão puro que ainda nem sabe A força que tem É teu e de mais ninguém Te adoro em tudo, tudo, tudo Quero mais que tudo, tudo, tudo Te amar sem limites Viver uma grande estória Aqui ou noutro lugar Que pode ser feio ou bonito Se nós estivermos juntos Haverá um céu azul Um amor puro Não sabe a força que tem Meu amor eu juro Ser teu e de mais ninguém Um amor puro...© 1999  Luanda  Edições  Musicais  Ltda."
Eu Te Devoro,https://www.vagalume.com.br/djavan/eu-te-devoro.html,"Eu  Te  Devoro Djavan Ao  Vivo -  Vols. 1 e 2 Teus sinais Me confundem da cabeça aos pés Mas por dentro eu te devoro Teu olhar Não me diz exato quem tu és Mesmo assim eu te devoro Te devoraria a qualquer preço Porque te ignoro ou te conheço Quando chove ou quando faz frio Noutro plano Te devoraria tal  Caetano A  Leonardo di  Caprio É um milagre Tudo o que  Deus criou Pensando em você Fez a via-láctea Fez os dinossauros Sem pensar em nada Fez a minha vida E te deu Sem contar os dias Que me faz morrer sem saber de ti Jogado à solidão Mas se quer saber Se eu quero outra vida, Não, não. Eu quero mesmo é viver Pra esperar, esperar Devorar você© 1998  Luanda  Edições  Musicais  Ltda."
Voce E,https://www.vagalume.com.br/djavan/voce-e.html,"Você é Djavan Bicho  Solto -  O  X I I I Sou um pouco árabe Vivo das paixões Há gerações Por  Andaluzia Já cansei de andar Trago no meu canto Glórias ancestrais E posso morrer de amor Gitano eu sou O que eu tenho de índio Vai compartilhar Desilusões Triste, na floresta Em que nasceu pra amar Meu  Deus, que pecado O que o homem faz Ao desfazer de tudo O que o índio é Eu sou negro ainda, Pra não contar com milagres E na ousadia Almejar a mais Sei que a vida é dura Mas ela é justa também E é só: só quem faz, tem! Já que nasceu, vai fundo e tudo bem Você nasceu pra tudo o que é seu Nem queira saber o quanto você tem Você é, você quer, você pode E se não se render Chega lá© 1998  Luanda  Edições  Musicais  Ltda."
Passou,https://www.vagalume.com.br/djavan/passou.html,"Passou Djavan Bicho  Solto -  O  X I I I Preciso sair Distrair um pouco Ser içado ao mundo Do fundo do poço Reaparecer Com a tarde ainda Porque o que passou, passou Nada é para toda a vida Tudo o que eu vivi É passado, escombros Deixo os seus jardins E afins para os pombos Pronto para seguir Ticket só de ida Outro lugar, um outro amor Uma outra cor na vida Nunca mais outras noites Vão me seguir de madrugada Sua lembrança já não me faz nada Sair pro sol Ver a ponte se abrir Sorrir de tudo Desencanar' Cê sabe ser fria Tanto quanto a  Suécia E eu o  Brasil das matas tropicais Mares de verão, cascatas de foz Luar do sertão E levo a vida bem melhor Seguindo meu coração"
Atitude,https://www.vagalume.com.br/djavan/atitude.html,"Atitude Djavan Bicho  Solto -  O  X I I I Por você de tudo farei Te quero demais Você sabe Tudo, tudo é atitude Até o mar que é a vida do pescador Esse mar eu te dou Diga o que é que eu sou pra você Se sou pouco ou nada Não me diga nada Magoar pra quê? Até porque eu Não saberei viver sem você Longe de ti, dias sem céu A refletir nos olhos meus Casas sem cor, nenhum lugar Que eu queira ir ou passar Se você não está ali Pra me abalar Com sua doce visão As mãos frias de amor Aquecendo as minhas mãos Dona da luz Que invade o meu coração."
Amar E Tudo,https://www.vagalume.com.br/djavan/amar-e-tudo.html,"Amar é  Tudo Djavan Ao  Vivo -  Vols. 1 e 2 Meu amor Eu nem sei te dizer quanta dor Mesmo a noite não sabia O que o amor escondia Minha vida Que fazer com minh'alma perdida? Foi um raio de ilusão Bem no meu coração E veio com tudo Dissabor e tudo Veio com tudo Dissabor e tudo Eu sei, Eu não sei viver sem ela Assim, um simples talvez me desespera Ninguém pode querer bem sem ralar Não há nada o que fazer Amar é tudo.© 1998  Luanda  Edições  Musicais  Ltda."
Passaro,https://www.vagalume.com.br/djavan/passaro.html,"Pássaro Djavan Bicho  Solto -  O  X I I I Vem me dar teu calor Que eu te dou meu carinho Como faz a flor com o beija-flor Ou o pão e o vinho Minhas juras de amor Teus cuidados comigo Na paz dos teus braços Pena de ave, campos de trigo E chego a levitar Quando estou te olhando Pássaro voa e vai pela beira do rio E deixo de pensar no que é desengano E reparo só nos desafios Com a graça de deus menino É que eu me guio""rogai por nós, vos peço paz! "" Nos una mais, não nos deixe sós E se não for pedir de mais Quaro vida normal e algum dinheiro Deitar, dormir, poder sonhar Que um dia eu vá conhecer o sul Que chova aqui o que chove lá Para o que se plantar ganhar o verde Pra alimentar, pra garantir O bem-estar de viver sem medo E ter pra quando precisar E não ter que ficar chupando o dedo Da criação, dos pés de coco A fruta-pão quero ver crescer Realizar a ilusão Para o meu coração se aquecer Se eu deixar de ter você É como não ter mais o que esperar Ou sei lá o quê, deixar de ser Flamengo, mengo Ah, se eu perder você É quase não mais poder respirar Ou pirar de vez e não ser mais Flamengo, mengo, mengo"
Retrato Da Vida,https://www.vagalume.com.br/djavan/retrato-da-vida.html,"Retrato da  Vida Djavan Bicho  Solto -  O  X I I I Esse matagal sem fim Essa estrada, esse rio seco Essa dor que mora em mim Não descansa e nem dorme cedo O retrato da minha vida É amar em segredo Não quer saber de mim E eu vivendo da tua vida Deus no céu e você aqui A esperança é quem me abriga Esses campos não tardam em florir Já se espera uma boa colheita E tudo parece seguir Fazendo a vida tão direita Mas e você o que faz Que não repara no chão Por onde tem que passar E pisa em meu coração? O teu beijo em meu destino Era tudo o que eu queria Ser teu homem, teu menino O ser amado de todo dia.© 1998  Luanda  Edições  Musicais  Ltda. Dominguinhos Composição:  Djavan /  Dominguinhos"
Tao Raro,https://www.vagalume.com.br/djavan/tao-raro.html,"Tão  Raro Djavan Bicho  Solto -  O  X I I I Naquele instante Em que o dia cai E o sol finge brilhar Pra noite Todos os pássaros Buscam um canto pra sonhar E todo desejo é maior, hum!.. Quer me torturar, hein? O que mais eu quero É saber se me quer ou não O que desejar, tem O mais sincero Tudo em mim é você Veja bem, hum!... Naquele instante Em que o dia cai E o sol finge brilhar Pra noite Tudo é tão raro Quanto é inviável Ter que se achar na vida Amando só Edited by:  D- Kun"
Bicho Solto,https://www.vagalume.com.br/djavan/bicho-solto.html,"Bicho  Solto Djavan Bicho  Solto -  O  X I I I Não sei julgar o que há em ti Sentir com precisão Se é fogo ou água, já desisti O meu coração que agüente Não há nada mais louco Mais sensível Que você junto de mim Com o seu amor indizível Eu faço e aconteço Pra estar com você Eu te abraço, amor Te desfaço em flor Nesse abraço a gente Se veste um ao outro Pra virar um bicho solto Desordenar por aí'cê de quatro, amor Beira art-déco Uma imagem no altar da luxúria Você com esse jeito seu Me venceu Ah, gosto de você em mim! O lascivo chega a brilhar De incandescer mais que o sol Lá no limiar do prazer Estrelas pulam de alegria Se fantasiam, mudam de cor Pra ver o amor nascer"
Meu Bem Querer,https://www.vagalume.com.br/djavan/meu-bem-querer.html,"Meu  Bem  Querer Djavan Alumbramento Meu bem-querer É segredo, é sagrado Está sacramentado Em meu coração Meu bem-querer Tem um ""quê"" de pecado Acariciado pela emoção Meu bem-querer, meu encanto Tô sofrendo tanto Amor E o que é o sofrer Para mim que estou Jurado pra morrer de amor?© 1980  Ed.  Musicais  Tapajós"
Que Foi My Love?,https://www.vagalume.com.br/djavan/que-foi-my-love?.html,"Que  Foi  My  Love? Djavan Malásia Que foi my love? Quando você fica assim Eu não sei, Se a love story que nos envolveu Ainda bate uma bola Ou o gato comeu. Me olha e diz se ainda está a fim Vai logo, e taca um beijo em mim (claro!...) Que foi my love? Quando dei por mim O clima já estava estabelecido Acabou de passar batom vermelho E pelo espelho Me lançou um olhar sofrido. Quer conversar, faz mais sentido Quem sofre de véspera é peru. Lembra-se da primeira vez, Eu viajei nos rosas do seu corpo nú Depois a gente se refez E jamais você me pareceu tão bem Estavas tão bem... Que foi my love? Nada pode justificar medos e dúvidas Te quero agora como jamais Poderei querer mais ninguém (eu acho né?...) Mas, se não for exatamente isso Relaxa e aproveita o que tem!© 1996  Luanda  Edições  Musicais  Ltda."
Nem um Dia,https://www.vagalume.com.br/djavan/nem-um-dia.html,"Nem  Um  Dia Djavan Djavan -  Novelas Um dia frio Um bom lugar pra ler um livro E o pensamento lá em você, Eu sem você não vivo Um dia triste Toda fragilidade incide E o pensamento lá em você, E tudo me divide Longe da felicidade E todas as suas luzes Te desejo como ao ar Mais que tudo, És manhã na natureza das flores Mesmo por toda riqueza Dos sheiks árabes Não te esquecerei um dia, Nem um dia Espero com a força do pensamento Recriar a luz que me trará você. E tudo nascerá mais belo, O verde faz do azul com o amarelo O elo com todas as cores Pra enfeitar amores gris.© 1996  Luanda  Edições  Musicais  Ltda."
Deixa o Sol Sair,https://www.vagalume.com.br/djavan/deixa-o-sol-sair.html,"Deixa  O  Sol  Sair Djavan Malásia Dia inteiro de olho nas nuvens Em qual delas Eu vou te ter um dia? Passageiro de todas as nuvens Eu navego com você a me guiar Quero ver quem vai ser Será eu ou você Quem será, Que decide a barreira romper? Nosso olhar quer falar Mas, o medo é demais pra agir Deixa o amor resolver por nós Deixa o sol sair. Tudo é tão claro em mim Sei que é amor E será fundo como o mar Vai acender uma lanterna no escuro O que vai ser o mundo, Com o que temos E nos falta receber? Vai ser você e eu enfim naquela nuvem E o que o amor vai poder ajudar, Quando a noite chegar? Mesmo que chova... O que eu tento explicar É que sem você não há lugar Você me marcou, não vou dizer Que fazer, vou sair?  Nem pensar Recolher, desligar, Vou dormir mais cedo. Eu só sei o que sou Se viver pra te amar Body and soul, meu amor©1996  Luanda  Edições  Musicais  Ltda."
Tenha Calma,https://www.vagalume.com.br/djavan/tenha-calma.html,"Tenha  Calma Djavan Malásia Quer me deixar Não sei porque Deixa eu pensar Pra sei lá, ver O que fazer Pra você ficar... Sem seu amor A vida passa em vão Se você for O que é de vidro quebra No meu coração Seu olhar é lindo Ver você sorrindo É demais Por favor não faz. Me dizer adeus Vai me botar a perder Tenha calma Não se vá meu pop star, Tenha fé Te prometo vir a ser Do jeito que você quer Um amor de mulher© 1989  Luanda  Edições  Musicais  Ltda."
Cordilheira,https://www.vagalume.com.br/djavan/cordilheira.html,"Cordilheira Djavan Malásia Bocejar Dia claro, vida a verdejar Luz por entre os cachos amarelos do ipê Deu pra ver Você me tocou sem perceber Você nem me olha E eu não posso te esquecer Creio em ti Se for ilusão, que  Deus me guie O que não fazer pra se merecer tal mulher Cerração Noite na janela meu querer Porque te venero, sempre espero por você Por sobre a cordilheira, o arco-íris Meu corpo treme ao pensar no seu, frenesi Te quero, Mesmo pra te dar sem ter retorno Te quero assaz Te quero assim Te quero pra mim Escada pro pecado, caso de amor Teus lábios tão sonhados Vão me ter sempre aqui À espera de um olhar que faz Dia romper O céu cair Noite fechar E faz o meu ar desaparecer. O luar que eu vi no lago azul Daria pra você O luar que eu vi no lago azul Num instante se escondeu© 1996  Luanda  Edições  Musicais  Ltda."
Sorri,https://www.vagalume.com.br/djavan/sorri.html,Sorri Djavan Djavan -  Novelas Sorri quando a dor te torturar E a saudade atormentar Os teus dias tristonhos vazios Sorri quando tudo terminar Quando nada mais restar Do teu sonho encantador Sorri quando o sol perder a luz E sentires uma cruz Nos teus ombros cansados doridos Sorri vai mentindo a sua dor E ao notar que tu sorris Todo mundo irá supor Que és feliz Smile©  Ed.  Bourne co inc. (peermusic) Composição:  Charles  Chaplin /  G.  Parsons /  J.  Turner -  Vs.  Braguinha
Correnteza,https://www.vagalume.com.br/djavan/correnteza.html,"Correnteza Djavan Djavan -  Novelas A correnteza do rio Vai levando aquela flor O meu bem já está dormindo Zombando do meu amor Na barranceira do rio O ingá se debruçou E a fruta que era madura A correnteza levou A correnteza levou A correnteza levou... E choveu uma semana E eu não vi o meu amor O barro ficou marcado Aonde a boiada passou Depois da chuva passada Céu azul se apresentou Lá à beira da estrada Vem vindo o meu amor Vem vindo,  Vem vindo,  Vem vindo A correnteza do rio Vai levando aquela flor E eu adormeci sorrindo Sonhando com o nosso amor Sonhando com o nosso amor Sonhando... Ô  Dandá,  Ô  Dandá Composição:  Antonio  Carlos  Jobim e  Luiz  Bonfá"
Boa Noite,https://www.vagalume.com.br/djavan/boa-noite.html,"Boa  Noite Djavan Ao  Vivo -  Vols. 1 e 2 Meu ar de dominador dizia que eu ia ser seu dono E nessa eu dancei!  Hoje no universo Nada que brilha cega mais que seu nome Fiquei mudo ao lhe conhecer, o que vi foi demais, vazou Por toda selva do meu ser, nada ficou intacto Na fronteira de um oásis, meu coração em paz se abalou É surpresa demais que trazes, 'inda bem que eu sou  Flamengo Mesmo quando ele não vai bem, algo me diz em rubro-negro Que sofrimento leva além, não existe amor sem medo Boa noite! Quem não tem pra quem se dar, o dia é igual à noite Tempo parado no ar, há dias, calor, insônia, oh! noite Quem ama vive a sonhar de dia, voar é do homem Vida foi feita pra estar em dia, com a fome, com a fome, com a fome Se vens lá das alturas com agruras ou paz,  Oh, meu bem, serei seu guia na terra Na guerra ou no sossego sua beleza é o cais e eu sou o homem Que pode lhe dar, além de calor, fidelidade Minha vida por inteiro eu lhe dou Minha vida por inteiro eu lhe dou"
Linha Do Equador,https://www.vagalume.com.br/djavan/linha-do-equador.html,"Linha do  Equador Djavan Djavan -  Novelas Luz das estrelaslaço do infinitogosto tanto dela assimrosa amarelavoz de todo gritogosto tanto dela assimesse imenso, desmedido amorvai além de seja o que forvai além de onde eu voudo que sou, minha dorminha linha do equadoresse imenso, desmedido amorvai além de seja o que forpassa mais além docéu de brasíliatraço do arquitetogosto tanto dela assimgosto de filha música de pretogosto tanto dela assimessa desmesura de paixãoé loucura do coraçãominha foz do iguaçupolo sul, meu azulluz do sentimento nuesse imenso, desmedido amorvai além de seja o que forvai além de onde eu voudo que sou, minha dor,minha linha do equadormas é doce morrer nesse marde lembrar e nunca esquecerse eu tivesse mais alma pra dareu daria, isso para mim é viver Composição:  Caetano  Veloso /  Djavan"
Andaluz,https://www.vagalume.com.br/djavan/andaluz.html,"Andaluz Djavan Coisa  De  Acender A N D A L U Z Djavan /  Flavia  Virginia Estrela minhaluz do dia abacate e melcheiro de haxitarde de friobeija-flor, flores na varanda se transamsombra de luzui de amor frugal, casa azulbabalaó, olorum, alá, dalai-lamavigiai governadorporque o povo, virgem maria! Sai da janela se quer sonharvem pra camadeus lhe fez viverpra me querer amorquase 2.000salvaria a arara azulo circo é orfeivai lua, é diadeixa vir os raios de soltens a noitelonge de mimsevilha incensa o ar andaluzbabalaó, olorum, alá, dalai-lamavigiai governadorporque o povo, virgem maria! Sai da janela se quer sonharvem pra camavem pra ca pra voce vero que é bom pra vocemontes au ginkgoplein de rameauxviens dõici soup'onner des oiseauxqui ne volent pasviens tu volerje voyage partout Composição:  Djavan,  Flávia  Virgínia"
Outono,https://www.vagalume.com.br/djavan/outono.html,"Outono Djavan Djavan -  Novelas Um olhar uma luzou um par de pérolasmesmo sendo azuissou teu e te devopor essa riquezauma boca que eu seinão porque me fala lindoe sim, beija bemtudo é viávelpra quem faz com prazersedução, frenesisinto você assimsensual, árvoreespécie escolhidapra ser a mão do ouroo outono traduzirviver o esplendor em situa pele um bourbonme aquece como eu querosweet homegostar é atualalém de sertão bom.© 1992  Luanda  Edições  Musicais  Ltda."
Curumim,https://www.vagalume.com.br/djavan/curumim.html,"Curumim Djavan Djavan O que era flor Eu já catei pra dar Até meus lápis de cor Eu já dei G. I.  Joe, já dei O que se pensar Eu já dei Minhas conchas do mar Ah!  Minha flor Chega de maltratar O que mais pode agradar A você Eu já fiz de tudo Cadê que adiantou Que louco Que é o amor Tem graça viver Quando ela fica de mal Não quer brincar... Txucarramãe Krenacroro Kalapalo Yawalapiti - iiii - iiii Kamayurá Kayabí Kuikúru Waurà Suyá Awetí - iiii - iiii"
Oceano,https://www.vagalume.com.br/djavan/oceano.html,Oceano Djavan Djavan -  Novelas Assim Que o dia amanheceu Lá no mar alto da paixão Dava pra ver o tempo ruir Cadê você?  Que solidão! Esquecera de mim Enfim De tudo que há na terra Não há nada em lugar nenhum Que vá crescer sem voce chegar Longe de ti tudo parou Ninguém sabe o que eu sofri Amar é um deserto E seus temores Vida que vai na sela Dessas dores Não sabe voltar Me dá teu calor Vem me fazer feliz Porque eu te amo Você deságua em mim E eu oceano Esqueço que amar É quase uma dor Só sei Viver Se for Por você© 1989  Luanda  Edições  Musicais  Ltda.
Corisco,https://www.vagalume.com.br/djavan/corisco.html,"Corisco Djavan Djavan Na hora em que o céu se abre No mesmo instante um raio explode Concomitante um olho vê E a pedra do corisco pode Pode se tornar o que for E tudo o quanto é testemunha Pode até mesmo ser a dor Cravada carne pela unha Telefax mandei O mapa mundi do meu penar Ande, mande logo um telex Me confirmando quando será Que a necessidade de amor Lhe trará num raio A necessidade de amor Num dia de chuva E na tempestade você Fará com que eu saia No exato momento de ver O céu se abrir ao comando de  Iansã Que seja o momento em que a luz Registre meu desejo de ver Você, meu amor, me traduz No raio de  Iansã, seu poder Que seja pra mim, meu  Xangô Poder correr correr meu risco Quiçá ver nascer uma flor Na lisa pedra do  Corisco Telegrafite de  Exú Leia no muro do seu quintal Pichada, fixada no azul A frase diz o essencial A necessidade de amor Gritando na rua A necessidade de amor Uivando pra  Lua Um lobo faminto de amor A dor que acentua A necessidade de ver O céu se abrir ao comando de  Iansã.© 1989  Luanda  Edições  Musicais  Ltda. Gegê  Prod.  Art.  L T D A Composição:  Djavan /  Gilberto  Gil"
Vida Real,https://www.vagalume.com.br/djavan/vida-real.html,Vida  Real Djavan Quem sabe assim Você vai aprender que amar Não é brincar de amor e sofrer Faz parte do querer Mais uma vez Você só quis amar à você E agora compreende porque Amar éperigoso demais A vida ensina quenão se aprende a viver Senão vivendoentre o não e o sim Agora chora e a quem querias Não te ama e foi embora Seca tuas lágrimas e olha prá mim Me diz o que é que eu posso dizer Se é noite em nossa vida real O sonho que não teve final Quem sabe assim Você vai aprender que amar Não é brincar de amor e sofrer Faz parte do querer Mais uma vez Você só quis amar à você E agora compreende porque
Cigano,https://www.vagalume.com.br/djavan/cigano.html,"Cigano Djavan Djavan -  Novelas Te querer Viver mais pra ser exato Te seguir E poder chegar Onde tudo é só meu Te encontrar Dar a cara pro teu beijo Correr atrás de ti feito cigano Cigano, cigano Me jogar sem medir Viajar Entre pernas e delícias Conhecer Pra notícias dar Devassar sua vida Resistir Ao que pode o pensamento Saber chegar no seu melhor momento Momento, momento Pra ficar e ficar Juntos, dentro, horas Tudo ali às claras Deixar crescer Até romper A manhã Como o mar está sereno Olha lá As gaivotas já Vão deixar suas ilhas Veja o  Sol É demais esta cidade! A gente vai Ter um dia de calor..."
Mal De Mim,https://www.vagalume.com.br/djavan/mal-de-mim.html,"Mal de  Mim Djavan Djavan -  Novelas Eu pensei, que fosse coisa para um dia só Ficar de mal de mim Reagi, sou seu amigo e digo como vai Você fica séria E nem sinal, brigou comigo e a solidão Servirá de lugar pra nós dois Se é amor, que tal agir e não radicalizar Sejamos mais lisos Pega esse meu ombro Rega, se adormecer eu sei que o sono passou a perna Nessa distância férrea, que marcou Meu amor dormir contigo é escutar  Gal e  Tom O que rolar é bom Passear, rever amigos, conduzir boas novas Visitar a  Grécia no futuro Composição:  D J A V A N"
Mil Vezes,https://www.vagalume.com.br/djavan/mil-vezes.html,"Mil  Vezes Djavan Djavan Mil vezes te amo Meu bem Passo a vida A procurar você Não vejo graça em mais ninguém Saí do leblon Lá pelas cinco da manhã Sem te ver Como vou ficar sem você? Nêgo fala Que é melhor abrir Não páro de pensar em ti Chego a delirar Louco pra te dar um alô Leio algo Mas você não passa Pego uma uva Apago a luz Me sinto nu Vou dormir Sem ter vontade, tarde Porque voce não apareceu Dedo de  Deus Medo do pai Ai, ai, que raiva!© 1989  Luanda  Edições  Musicais  Ltda."
Infinito,https://www.vagalume.com.br/djavan/infinito.html,Infinito Djavan Lilás Tô perdido por alguém Não consigo ver nada além Do que eu digo nada sei Compreender o amor Não é de hoje Já vai longe E nem sinal Hoje Estou longe Preso a você Livre na prisão Sem castigo Faz chorar Distraído rói devagar É pedindo que  Deus dá Por falar no amor Acho que vou buscar Viver por você Ou me acabar Quem mandou me acorrentar Fazer-me refém Nas grades do amor Te vejo lá no luar Te espero lá do sol.
Esquinas,https://www.vagalume.com.br/djavan/esquinas.html,"Esquinas Djavan Ao  Vivo -  Vols. 1 e 2 Esquinas/ Djavan Só eu sei, as esquinas por que passei Só eu sei, só eu sei Sabe lá, o que é não ter e ter que ter pra dar Sabe lá, sabe lá E quem será, nos arredores do amor Que vai saber reparar Que o dia nasceu Só eu sei Os desertos que atravessei Só eu sei, só eu sei Sabe lá, o que é morrer de sede Em frente ao mar Sabe lá, sabe lá E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou So eu sei As esquinas porque passei Só eu sei, só eu sei E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou Só eu sei, as esquinas porque passei Composição: djavan"
Transe,https://www.vagalume.com.br/djavan/transe.html,"Transe Djavan Lilás Abra o seu coração Que eu quero passar, andar de trem... Flores beijando o chão Pedras a sonhar  Tudo em transe de amor As carícias virão Soltas pelo ar  Vindas do além E no meu coração Ou qualquer lugar Tudo brilhará também Ali onde o ar beira a luz Todo encanto vai navegar No decorrer de uma paixão Tempestade nasce no vento Cresce e se faz mulher  Pra me levar Pra ilusão Abra o seu coração Que eu quero passar  Andar de trem... Flechas de solidão Cantam pra saudar  Noites de luar Em vão"
Obi,https://www.vagalume.com.br/djavan/obi.html,"Obi Djavan Lilás Obi Obi,  Obá Que nem zen, czar Shalon Jerusalém, z'oiseau Na relva rala Meu arerê Tombara Ali,  Alá Logo além Nem lá Logum Pra cá ninguém faraó No ver da gente O samba é pedra mór África Benfica E fica melhor Amanheceu de um sorriso Vida como é preciso Sonhando Sentindo Cantando Infindo Ouvindo Falando Falo de mim Pra você Alô, olá Se não for pra já So long Ouricuri madurou No ver da gente O samba é pedra mór África Benfica E fica melhor.© 1984  Luanda  Edições  Musicais  Ltda."
Miragem,https://www.vagalume.com.br/djavan/miragem.html,"Miragem Djavan Djavan na  Pista,  Etc Com a mão de um desejo Selvagem Roubarei a seda Que o beijo guardou Só pra dar uma riqueza Pro meu amor Vivo por que te vejo Miragem Num lampejo de abelha Fazendo o mel Vou fazer no céu Do teu carinho Uma lã pro cio Na certeza De quem faz o vinho Teu calor Alucina E a pleno rigor Domina Feito uma coisa Que mata de prazer Deixa ver Se eu não morrer Te quero de novo Ando por onde vejo Miragem Um beijo passou por mim."
Canto da Lira,https://www.vagalume.com.br/djavan/canto-da-lira.html,Canto da  Lira Djavan Lilás Esse menino! Encantaram o meu amorela foi encantadapelo canto da lirae nunca mais voltouo canto da liradelirariaqualquer donzelada cidade ou do interiordo meu brasilencanta A mãe da noiteo pai do diaencanta o cantoreu desconfioque nìo tem jeitoessa ave tem um cantotão perfeitoque encantouaté o mal feitoe o malfeitor© 1984  Luanda  Edições  Musicais  Ltda.
